age,taille,poids,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret
24,160.9,88.8,3224.0,0.64,5000.0,22633.800575402543
52,172.0,89.1,4235.0,0.37,5000.0,500.0
58,167.6,75.2,1506.0,0.15,5000.0,500.0
62,172.4,71.8,4219.0,0.05,5000.0,16409.100271857806
21,167.6,52.9,2411.0,0.43,123.46,500.0
41,178.2,72.0,2870.0,0.31,5000.0,500.0
34,171.3,33.0,1308.0,0.76,5000.0,500.0
62,176.9,64.1,2264.0,0.2,5000.0,500.0
48,154.8,79.4,2735.0,0.84,537.89,8953.777582458606
25,165.1,78.3,1897.0,0.6,5000.0,500.0
69,175.5,56.9,3319.0,0.77,10000.0,7537.866183183554
50,165.3,86.2,3035.0,0.34,5000.0,7113.31944843289
33,169.4,91.0,1767.0,0.74,10000.0,8896.717526184904
41,164.5,79.4,2702.0,0.56,5000.0,500.0
25,182.5,37.3,3691.0,0.16,5000.0,500.0
48,173.4,67.0,1971.0,0.48,5000.0,500.0
56,160.7,59.9,2989.0,1.0,5000.0,9707.60828840154
47,152.4,66.1,5082.0,0.08,608.61,16911.284175268138
29,165.5,74.4,1105.0,0.02,10000.0,6373.196353943996
55,151.6,68.8,3525.0,0.13,487.76,8534.482797206663
43,187.3,91.8,3773.0,0.61,5000.0,23175.2953184235
30,174.6,74.9,1459.0,0.62,5000.0,500.0
67,160.7,77.4,2575.0,0.67,5000.0,12411.118571438688
45,155.4,82.6,723.0,0.53,5000.0,2456.623441420963
46,169.5,57.4,2731.0,0.04,1219.68,4197.213158959312
30,157.1,70.9,4897.0,0.9,958.9,500.0
58,162.0,65.0,3126.0,0.68,5000.0,21860.83946953087
74,180.5,69.6,500.0,0.28,5000.0,22610.581586979737
39,179.0,114.3,3299.0,0.26,5000.0,25301.57487470256
75,149.9,65.5,4138.0,0.41,5000.0,500.0
18,157.1,71.4,2752.0,0.34,239.08,500.0
32,161.9,70.0,2675.0,0.77,10000.0,500.0
71,168.3,65.1,2635.0,0.83,532.72,500.0
36,180.8,83.1,3285.0,0.11,1203.93,500.0
44,163.6,82.3,987.0,0.67,5000.0,500.0
58,151.6,96.6,2041.0,0.93,5000.0,500.0
52,169.8,60.4,2776.0,0.67,5000.0,500.0
31,163.5,99.1,1866.0,0.12,5000.0,3790.511534864229
67,173.5,58.2,1936.0,0.19,5000.0,500.0
27,169.2,81.2,2995.0,0.36,5000.0,17218.682797601425
55,164.6,64.3,3292.0,0.31,727.31,500.0
19,172.4,86.2,3263.0,0.97,10000.0,500.0
37,178.1,61.3,2991.0,0.22,5000.0,500.0
55,179.7,80.0,500.0,0.33,5000.0,500.0
73,182.0,36.2,500.0,0.8,436.48,500.0
34,177.1,83.0,3920.0,0.12,10000.0,500.0
39,200.1,43.1,3426.0,0.11,10000.0,28143.50511048151
19,175.6,82.2,698.0,0.43,5000.0,500.0
68,186.7,82.6,2126.0,0.65,5000.0,500.0
68,170.3,78.5,5338.0700000000015,0.72,10000.0,22420.520655672004
36,165.5,84.5,1620.0,0.03,5000.0,500.0
54,181.7,65.3,1686.0,0.32,5000.0,500.0
36,185.9,75.8,1287.0,0.14,5000.0,500.0
56,156.9,87.2,796.0,0.45,5000.0,500.0
66,179.5,104.7,2452.0,0.18,10000.0,17534.89400357983
31,163.7,57.0,4036.0,0.51,5000.0,12920.37138248396
30,170.3,23.0,3989.0,0.91,755.96,24865.847356930302
73,167.0,83.5,1213.0,0.31,5000.0,7897.997418082562
43,173.6,32.3,1955.0,0.1,574.09,500.0
50,186.3,74.6,3976.0,0.68,5000.0,16670.575705068568
42,181.9,89.2,2972.0,0.06,5000.0,500.0
20,179.4,40.0,2395.0,0.16,5000.0,18453.277663798526
73,140.2,61.2,3619.0,0.2,5000.0,500.0
42,176.4,80.0,2624.0,0.18,5000.0,13104.240047847828
69,185.2,55.5,2158.0,0.98,1011.35,500.0
60,169.0,87.5,1546.0,0.22,5000.0,500.0
59,161.5,69.2,1902.0,0.72,1001.94,4830.143862580268
18,185.4,61.1,1544.0,0.03,5000.0,500.0
70,170.7,82.6,4606.0,0.96,10000.0,34189.91989980388
36,169.7,102.7,1776.0,0.73,10000.0,27990.566574634533
19,177.0,98.1,2098.0,0.88,556.38,500.0
36,171.7,74.0,1529.0,0.8,973.0,500.0
31,158.3,84.6,2652.0,0.98,5000.0,1942.86342034168
59,166.0,47.9,3403.0,0.88,5000.0,31210.78545141924
57,158.6,33.8,3939.0,0.27,10000.0,500.0
66,178.6,71.0,2902.0,0.62,5000.0,500.0
74,168.0,44.1,2747.0,0.25,5000.0,500.0
67,178.3,51.2,3394.0,0.48,904.6,22311.806845096544
50,165.2,75.3,3438.0,0.4,5000.0,12685.98798832854
61,174.9,59.1,644.0,0.96,451.89,25780.25947680529
65,164.6,81.4,2498.0,0.23,664.95,10398.866957384147
25,173.6,85.4,3519.0,0.01,5000.0,500.0
63,173.0,77.6,500.0,0.5,5000.0,500.0
43,173.5,76.1,2886.0,0.24,719.32,500.0
39,157.6,96.9,4230.0,0.18,679.38,14790.294765321354
42,187.0,93.0,1432.0,0.34,5000.0,500.0
31,145.3,99.1,1973.0,0.39,5000.0,6311.631474749352
71,183.5,71.9,5338.0700000000015,0.25,5000.0,18924.63953105682
59,175.8,68.4,2082.0,0.05,886.13,500.0
46,168.8,86.2,2013.0,0.55,5000.0,13261.45443517397
73,159.7,74.7,3496.0,0.14,10000.0,3825.22434013117
57,161.5,53.2,2796.0,0.98,5000.0,8030.596828851952
69,179.0,86.0,500.0,0.84,348.23,500.0
68,189.4,59.0,2933.0,0.22,10000.0,30863.148732191665
24,176.7,80.5,2611.0,0.18,10000.0,500.0
41,184.0,69.4,668.0,0.59,10000.0,500.0
46,164.6,70.7,4685.0,0.09,5000.0,31138.45402197355
48,186.3,72.7,5338.0700000000015,0.37,5000.0,500.0
27,168.8,71.6,1387.0,0.77,5000.0,500.0
22,158.2,61.5,2429.0,0.29,5000.0,2332.510420608602
70,179.9,89.4,2095.0,0.28,10000.0,26494.47930030945
64,163.5,104.6,1998.0,0.34,5000.0,6263.151892722699
54,164.4,100.3,2214.0,0.89,965.23,21732.645617542137
36,173.0,47.9,2231.0,0.12,628.27,500.0
26,160.9,56.3,3008.0,0.38,5000.0,500.0
68,188.4,55.2,2800.0,0.95,5000.0,40021.07903996854
23,159.2,70.4,5338.0700000000015,0.05,630.27,500.0
72,177.7,65.1,2155.0,0.9,810.25,15334.817408043273
29,182.7,71.6,2390.0,0.26,1628.35,40021.07903996854
64,178.8,63.5,1125.0,0.31,10000.0,21345.393368271423
70,162.4,70.7,3050.0,0.11,5000.0,500.0
44,175.3,74.6,1689.0,0.75,10000.0,500.0
20,166.0,58.1,3598.0,0.67,5000.0,7309.489507114342
30,163.5,81.1,2300.0,0.48,5000.0,500.0
62,166.8,65.3,973.0,0.7,5000.0,500.0
48,173.0,63.0,500.0,0.47,5000.0,500.0
67,174.5,61.0,913.0,0.66,460.44,9838.808737111673
39,166.6,64.3,2441.0,0.9,5000.0,21811.432851716814
51,175.5,59.6,4771.0,0.88,448.76,500.0
42,155.0,84.0,1468.0,0.44,640.65,14869.19087798925
19,165.6,49.6,1379.0,0.5,601.76,500.0
45,169.7,67.2,2371.0,0.1,5000.0,6501.651971003308
46,177.4,60.9,3525.0,0.48,5000.0,26421.573184656678
50,160.3,62.3,2883.0,0.49,10000.0,11628.88070886481
35,157.5,60.8,4401.0,0.4,380.09,500.0
53,159.2,79.4,2287.0,0.1,5000.0,8549.227824358428
75,169.1,55.1,2711.0,0.6,5000.0,12054.52227794225
53,160.4,76.7,3450.0,0.39,403.59,1084.2065490912055
56,183.6,73.2,2552.0,0.11,5000.0,11704.5980442365
19,166.4,67.9,2506.0,0.54,245.58,5267.705832043207
66,167.7,43.4,1381.0,0.87,5000.0,500.0
42,178.0,67.5,1593.0,0.61,10000.0,22912.51489631861
53,167.4,89.9,3656.0,0.32,1009.3,10476.085061846165
67,151.2,51.7,1817.0,0.21,5000.0,500.0
35,179.4,69.9,2487.0,0.37,10000.0,6691.941821984046
35,175.6,57.4,500.0,0.85,728.87,3130.730707842052
68,163.3,60.1,1765.0,0.04,1014.31,11315.479313698754
50,156.0,82.7,2248.0,0.44,5000.0,1764.4702022187705
67,175.9,74.9,4290.0,0.18,5000.0,5352.589393528453
36,173.2,79.3,1917.0,0.44,10000.0,500.0
28,172.3,32.2,2366.0,0.38,10000.0,500.0
29,175.9,63.5,2773.0,0.41,1053.73,500.0
26,182.2,60.8,3980.0,0.62,317.16,500.0
62,164.9,90.6,3489.0,0.58,10000.0,12376.566064326988
33,182.8,66.6,5338.0700000000015,0.18,5000.0,24491.85398456029
51,166.3,74.5,3768.0,0.11,5000.0,10202.092157423223
47,171.5,28.0,2376.0,0.38,5000.0,30938.29304518157
53,152.8,100.5,1372.0,0.54,10000.0,500.0
70,169.6,75.5,2850.0,0.87,5000.0,17339.923321311042
28,185.5,76.9,2712.0,0.56,5000.0,500.0
75,164.3,92.2,969.0,0.88,5000.0,500.0
30,165.4,76.6,3231.0,0.66,5000.0,500.0
65,172.9,59.6,1197.0,0.45,5000.0,500.0
29,163.0,68.9,500.0,0.99,5000.0,1594.5532043144772
29,149.8,76.9,1799.0,0.48,10000.0,19993.74289463133
62,174.9,89.1,1883.0,0.27,10000.0,500.0
26,193.9,54.7,4706.0,0.29,795.45,500.0
29,151.2,68.0,1346.0,0.78,5000.0,22792.316636754786
53,196.3,84.4,1559.0,0.91,5000.0,6651.520338185698
49,164.1,83.6,4356.0,0.82,5000.0,24906.477996123303
52,163.4,95.3,2145.0,0.77,5000.0,32641.33059382787
53,180.2,76.1,2162.0,0.3,5000.0,500.0
57,176.0,47.6,2965.0,0.8,868.32,21355.494383579917
57,170.8,81.8,1610.0,0.8,10000.0,500.0
37,173.8,71.2,1133.0,0.47,5000.0,500.0
69,171.8,70.0,2137.0,0.94,10000.0,500.0
61,154.4,69.5,4714.0,0.91,10000.0,25363.804535892206
58,168.0,72.4,1859.0,0.21,10000.0,500.0
41,164.3,44.4,3588.0,0.91,10000.0,20569.4834991314
32,185.2,61.7,4489.0,0.27,5000.0,14230.90256129055
56,178.5,86.4,3262.0,0.25,10000.0,500.0
70,164.6,64.5,3177.0,1.0,5000.0,500.0
46,168.9,77.4,4495.0,0.01,5000.0,500.0
62,159.0,81.8,2224.0,0.0,5000.0,500.0
55,174.9,57.2,1542.0,0.03,588.53,26286.06036119925
63,140.2,114.5,2795.0,0.58,10000.0,26108.772041703734
52,169.1,83.9,4200.0,0.36,976.84,500.0
41,164.7,52.7,3448.0,0.46,5000.0,21788.3348287168
57,178.4,61.6,1362.0,0.81,5000.0,500.0
20,166.8,69.8,4052.0,0.57,5000.0,500.0
64,164.0,57.1,1240.0,0.98,5000.0,8009.04689857999
58,165.6,68.0,4018.0,0.11,5000.0,7823.872987793712
66,165.9,65.8,3700.0,0.31,10000.0,32854.247545834616
41,159.5,52.0,2306.0,0.55,5000.0,500.0
18,176.4,66.9,4257.0,0.8,10000.0,7885.927777580602
24,157.1,49.6,4525.0,0.04,10000.0,500.0
32,172.9,80.4,3075.0,0.19,5000.0,16035.957560055484
30,200.2,66.3,2560.0,0.0,10000.0,3041.551620678011
55,178.7,52.1,2185.0,0.15,591.48,25160.812747820622
52,177.1,74.9,2329.0,0.64,5000.0,15829.582667960049
19,181.4,55.7,2744.0,0.87,5000.0,18587.23242709451
60,172.8,38.3,3369.0,0.72,5000.0,500.0
73,183.5,47.2,2188.0,0.27,5000.0,500.0
33,184.4,91.0,2669.0,0.92,5000.0,40021.07903996854
41,169.6,69.7,2729.0,0.38,5000.0,1962.711891291
21,164.3,54.4,753.0,0.64,10000.0,11845.682562603515
70,179.6,91.2,4196.0,0.86,5000.0,4807.284500145533
36,182.3,57.7,3112.0,0.11,1398.92,8394.1238709234
26,173.8,72.9,2840.0,0.13,904.88,12354.768134007049
26,174.8,52.4,2791.0,0.97,5000.0,500.0
53,147.2,72.0,2907.0,0.52,5000.0,11375.490991298562
62,174.5,68.0,1703.0,0.48,10000.0,500.0
66,169.0,73.8,1443.0,0.29,10000.0,500.0
62,178.4,52.1,2743.0,0.0,595.37,9070.425185200971
29,167.8,51.4,500.0,0.08,10000.0,500.0
20,165.4,79.9,2955.0,0.52,5000.0,6917.170950469479
60,159.3,57.9,3934.0,0.05,5000.0,2055.7293409026743
36,174.1,49.3,3276.0,0.36,10000.0,15483.35414571364
23,163.8,46.9,2552.0,0.85,10000.0,2756.233226044296
40,156.7,55.8,2315.0,0.15,5000.0,500.0
41,176.7,72.9,3018.0,0.31,913.95,500.0
48,159.4,60.8,2279.0,0.16,5000.0,12172.858863110296
55,158.1,55.3,3151.0,0.06,5000.0,500.0
56,167.1,74.1,4386.0,0.7,5000.0,8797.71383508148
54,187.0,66.3,722.0,0.97,5000.0,500.0
59,168.5,77.1,1780.0,0.74,672.02,24301.601444520653
54,181.0,78.6,3612.0,0.81,5000.0,9179.229603239315
53,177.9,83.7,2790.0,0.48,10000.0,500.0
40,156.4,88.0,1999.0,0.92,10000.0,12673.561119594771
23,164.5,70.8,3542.0,0.5,5000.0,500.0
34,185.9,65.1,2968.0,0.48,5000.0,27837.453226725225
57,190.6,60.9,987.0,0.09,5000.0,500.0
30,180.2,82.6,2749.0,0.47,5000.0,500.0
34,153.4,71.1,3244.0,0.6,62.73,2065.642686591002
53,170.5,54.0,533.0,0.3,5000.0,500.0
42,162.0,35.5,2016.0,0.98,5000.0,20634.27309601286
62,193.4,78.3,500.0,0.74,5000.0,15126.929454145717
43,161.6,53.4,1542.0,0.04,5000.0,17364.981102698697
28,156.5,99.0,3381.0,0.72,5000.0,9241.057491746678
71,179.9,74.5,1262.0,0.99,633.76,500.0
65,173.3,84.8,3084.0,0.27,5000.0,13449.810823556034
39,161.1,70.2,1806.0,0.07,846.83,17049.09464195533
50,182.8,69.1,2424.0,0.11,731.9,500.0
19,145.2,86.1,4849.0,0.93,5000.0,500.0
18,183.7,79.2,3428.0,0.86,5000.0,500.0
21,181.5,88.0,698.0,0.33,5000.0,500.0
42,165.9,37.1,1028.0,0.39,5000.0,500.0
22,163.9,75.5,500.0,0.43,405.15,500.0
61,155.4,91.0,500.0,0.85,10000.0,500.0
67,169.6,71.0,2403.0,0.7,10000.0,15553.7977790045
47,164.7,77.4,4479.0,0.71,166.92,32633.64693051324
29,187.3,71.3,1837.0,0.15,5000.0,35748.24279436244
22,175.4,70.9,1925.0,0.08,5000.0,500.0
46,159.8,94.8,500.0,0.74,10000.0,2113.762807108216
20,153.5,74.7,2413.0,0.17,5000.0,500.0
45,154.7,69.7,3553.0,0.21,823.18,500.0
58,177.4,69.7,1702.0,0.67,647.68,500.0
64,170.3,71.5,3795.0,0.29,5000.0,40021.07903996854
66,170.3,50.1,3151.0,0.44,878.56,500.0
37,169.4,55.1,3149.0,0.95,5000.0,500.0
57,173.0,79.4,2084.0,0.15,5000.0,24182.78880374963
54,179.4,63.8,4030.0,0.74,5000.0,6891.35594044505
51,187.7,76.7,2468.0,0.99,10000.0,500.0
66,174.8,91.3,4115.0,0.75,10000.0,4878.327387280616
38,150.4,69.7,5338.0700000000015,0.73,10000.0,500.0
53,170.6,67.7,3376.0,0.03,5000.0,500.0
36,151.5,76.8,5338.0700000000015,0.36,10000.0,32633.71277467499
46,170.4,74.2,1570.0,0.57,5000.0,1160.0868887239776
62,163.8,90.7,500.0,0.24,5000.0,500.0
66,182.1,63.2,1589.0,0.47,625.41,500.0
70,162.9,43.6,2414.0,0.44,885.75,12491.175640676727
25,161.2,76.5,2743.0,0.51,5000.0,500.0
62,167.0,92.5,2829.0,0.02,5000.0,3190.087713867857
66,167.6,67.5,4448.0,0.32,5000.0,17505.830089049
58,161.5,89.3,3450.0,0.04,10000.0,17759.999390975925
71,164.2,56.6,3876.0,0.47,5000.0,500.0
54,167.3,87.8,3596.0,0.52,10000.0,35564.11114557235
21,182.9,61.7,4293.0,0.81,10000.0,500.0
58,163.0,66.2,1889.0,0.29,1055.92,500.0
46,164.1,55.4,594.0,0.55,10000.0,9958.119296105178
44,183.9,81.2,5338.0700000000015,0.27,844.22,40021.07903996854
64,182.3,73.8,1893.0,0.94,535.53,18876.318894117507
69,186.8,61.0,2477.0,0.02,5000.0,500.0
21,182.5,70.4,4227.0,0.97,10000.0,500.0
58,168.2,50.1,4202.0,0.83,465.44,16120.200755119322
38,189.1,76.2,2306.0,0.12,10000.0,500.0
72,157.3,62.4,4412.0,0.52,5000.0,500.0
61,186.7,48.7,2155.0,0.7,5000.0,7714.411705886669
71,175.5,57.3,1730.0,0.86,10000.0,17034.237622993576
43,162.9,83.8,1430.0,0.89,713.8,9357.59007887931
18,189.6,85.5,4065.0,0.51,1021.43,16829.912975914045
33,170.0,55.9,3735.0,0.36,5000.0,8608.801972295349
42,158.6,61.6,5014.0,0.13,1348.07,5007.436315440788
41,159.2,57.2,2619.0,0.97,5000.0,23639.29465910752
53,163.5,71.0,3889.0,0.22,10000.0,500.0
22,165.9,83.8,3240.0,0.38,5000.0,500.0
42,171.5,78.1,2914.0,0.47,5000.0,15433.018661801616
58,160.7,77.0,842.0,0.84,5000.0,30746.50792401884
68,171.1,78.1,2095.0,0.62,10000.0,500.0
32,179.3,72.8,767.0,0.48,5000.0,1170.63220642442
48,166.3,79.7,1529.0,0.04,749.59,21087.076733720685
35,189.1,58.6,984.0,0.09,5000.0,2112.906111964469
23,159.4,58.7,3028.0,0.51,5000.0,500.0
48,178.9,81.3,1483.0,0.57,10000.0,500.0
72,156.6,49.0,1977.0,0.34,1172.36,500.0
69,167.3,86.5,3519.0,0.89,5000.0,500.0
24,177.3,68.7,2309.0,0.53,704.34,500.0
31,159.8,82.5,3848.0,0.41,10000.0,16046.908876497788
68,176.5,58.7,2808.0,0.04,786.57,9389.233397360911
51,158.4,64.7,1090.0,0.8,858.04,27916.422000862804
42,159.7,81.6,4416.0,0.63,826.13,960.5357600150954
64,159.6,51.5,3865.0,0.98,10000.0,21325.48160939889
58,169.9,73.6,2693.0,0.16,5000.0,500.0
66,174.7,83.7,2623.0,0.85,5000.0,12622.069686033396
42,174.6,71.4,2922.0,0.11,5000.0,2872.9199809413326
51,175.4,72.3,1746.0,0.59,5000.0,25431.65072661764
65,166.3,64.7,1886.0,0.54,1275.89,500.0
75,162.7,52.2,1625.0,0.05,5000.0,500.0
43,180.5,80.7,3294.0,0.08,5000.0,11146.98137383644
55,162.6,66.2,2051.0,0.09,10000.0,500.0
44,192.8,98.3,864.0,0.37,5000.0,500.0
69,186.4,86.6,500.0,0.76,10000.0,500.0
26,168.8,62.1,718.0,0.39,10000.0,500.0
25,177.1,59.9,1359.0,0.37,10000.0,14964.343167498342
47,155.7,72.2,2137.0,0.57,10000.0,4019.804298915984
58,164.0,90.1,942.0,0.47,10000.0,23127.310899708475
74,166.0,69.3,1718.0,0.6,264.6,500.0
46,163.7,102.2,1032.0,0.03,180.7,5216.653755689029
53,169.8,89.1,3279.0,0.97,5000.0,500.0
23,172.8,76.3,1315.0,0.05,5000.0,17115.223415206412
48,178.6,105.9,3267.0,0.35,390.48,10526.041097672956
34,166.0,38.5,2790.0,0.11,10000.0,632.1472753556418
53,178.0,72.3,2038.0,0.49,5000.0,16110.82645533626
68,172.3,77.5,2115.0,0.66,5000.0,500.0
56,174.2,71.0,2095.0,0.55,10000.0,500.0
26,169.5,79.3,4058.0,0.93,5000.0,4076.829718099033
59,186.4,60.1,2135.0,0.17,967.07,500.0
36,181.8,94.7,500.0,0.89,5000.0,500.0
34,170.7,58.4,1741.0,0.21,5000.0,36722.13030553553
62,172.8,74.0,1477.0,0.7,10000.0,500.0
38,182.1,77.4,3018.0,0.38,5000.0,500.0
34,167.6,85.4,1760.0,0.22,10000.0,32527.79758065043
71,164.0,83.7,4545.0,0.76,5000.0,500.0
39,176.2,57.1,2909.0,0.78,10000.0,500.0
67,171.7,74.2,2797.0,0.38,1003.44,500.0
21,150.2,96.8,1572.0,0.56,10000.0,500.0
33,176.0,82.9,4904.0,0.07,5000.0,9269.796460679434
24,184.8,67.6,3661.0,0.86,10000.0,34434.35433413999
38,195.0,48.0,2428.0,0.59,5000.0,500.0
74,181.1,64.8,830.0,0.17,505.63,4593.937800765812
66,170.4,67.8,3130.0,0.3,10000.0,500.0
36,183.0,47.5,500.0,0.78,5000.0,500.0
54,166.2,50.0,1311.0,0.75,5000.0,12434.02996300332
71,187.3,69.4,1859.0,0.75,10000.0,500.0
73,166.8,58.3,2835.0,0.12,10000.0,36271.68086384454
72,188.7,86.3,2747.0,0.06,1240.21,13532.813530370424
18,158.1,66.7,2466.0,0.51,5000.0,500.0
40,157.6,62.7,2491.0,0.54,5000.0,9577.995785265432
22,161.1,70.3,2855.0,0.36,10000.0,6552.627037180092
26,164.2,64.0,2389.0,0.41,5000.0,500.0
64,166.3,77.2,3169.0,0.04,5000.0,500.0
33,163.6,70.2,3882.0,0.01,5000.0,32763.885790108023
25,181.5,66.7,500.0,0.05,833.16,8235.414270671386
31,163.5,79.2,1828.0,0.1,5000.0,500.0
56,178.9,45.0,2954.0,0.39,5000.0,500.0
29,178.3,74.4,1405.0,0.94,10000.0,10208.62923884164
36,147.0,84.1,1366.0,0.47,5000.0,500.0
45,165.8,72.1,3093.0,0.96,643.32,500.0
75,173.0,72.2,2125.0,0.66,5000.0,500.0
21,168.9,86.3,5177.0,0.56,1103.48,40021.07903996854
65,160.1,82.3,3671.0,0.07,5000.0,26588.48522896685
54,155.7,93.3,1650.0,0.4,5000.0,500.0
28,168.1,55.9,4646.0,0.84,5000.0,1619.5107367745377
35,158.0,63.7,4514.0,0.18,1446.69,18127.81296950924
70,150.6,68.2,1892.0,0.42,5000.0,25255.129581932342
24,158.0,58.2,653.0,0.43,5000.0,10110.77703402077
48,181.6,52.9,1928.0,0.94,5000.0,14292.7118175078
64,177.0,74.6,2509.0,0.75,5000.0,500.0
27,161.4,53.7,4479.0,0.28,5000.0,9656.96060156549
74,176.0,67.1,3885.0,0.98,5000.0,500.0
22,180.1,30.5,500.0,0.54,5000.0,11589.55534675433
20,190.2,63.9,3218.0,0.18,10000.0,31593.079183532303
51,154.5,57.5,2677.0,0.58,10000.0,500.0
20,182.2,79.8,1445.0,0.94,10000.0,17169.490666943155
72,182.3,73.6,4734.0,0.14,899.67,500.0
71,174.5,77.2,1614.0,0.53,885.14,17907.063860863294
42,168.8,29.0,900.0,0.99,10000.0,2556.9124903117686
51,189.7,82.6,5338.0700000000015,0.17,5000.0,2607.8194341728376
44,163.2,75.1,5111.0,0.79,689.52,500.0
51,170.4,88.2,2914.0,0.12,1225.57,24554.11399343869
25,169.9,54.2,500.0,0.12,5000.0,500.0
60,164.7,48.9,1845.0,0.24,10000.0,9534.314747624936
24,185.4,80.7,3974.0,0.61,5000.0,9388.893804382618
26,137.8,66.8,1674.0,0.99,5000.0,4030.822245847945
31,171.2,71.0,3894.0,0.86,5000.0,19675.15887090519
44,175.7,55.3,3779.0,0.38,10000.0,28964.10791594503
46,157.3,59.3,2174.0,0.61,5000.0,5107.896730663067
20,173.3,75.0,3673.0,0.25,298.74,500.0
60,163.5,60.9,2179.0,0.13,1266.75,13216.1299051205
61,165.2,74.3,2831.0,0.67,274.33,19990.04301034997
33,182.1,73.1,2718.0,0.22,10000.0,18565.953983765867
47,160.3,71.1,2189.0,0.59,10000.0,18877.201739737007
55,192.8,72.8,1517.0,0.29,1160.49,11514.6201136961
67,176.2,59.8,5093.0,0.81,5000.0,18069.970996498065
41,163.4,69.2,2956.0,0.98,5000.0,500.0
50,172.2,55.9,4593.0,0.48,5000.0,500.0
74,169.2,80.0,985.0,0.42,5000.0,1038.7292062395395
33,176.3,81.3,500.0,0.78,787.72,8026.321944145055
26,184.2,68.7,1203.0,0.88,5000.0,500.0
25,182.5,89.6,2734.0,0.54,5000.0,16530.41183100932
34,169.8,58.9,3613.0,0.48,5000.0,500.0
39,165.3,56.0,1988.0,0.13,10000.0,500.0
32,166.6,79.7,524.0,0.79,5000.0,500.0
66,163.0,79.4,4132.0,0.57,10000.0,22259.472021685237
42,187.7,63.6,2412.0,0.99,5000.0,500.0
63,161.2,47.3,2084.0,0.88,5000.0,20236.008517877814
42,169.3,73.2,3702.0,0.87,566.88,500.0
65,166.3,48.4,3147.0,0.05,898.04,500.0
48,174.0,89.6,1638.0,0.88,5000.0,1423.022220241044
64,171.5,56.8,786.0,0.28,576.18,16897.174166878453
50,156.0,67.0,1743.0,0.12,10000.0,500.0
43,169.7,74.4,500.0,0.18,5000.0,23968.913704684328
43,180.6,37.1,3888.0,0.94,5000.0,28975.693849813288
24,169.4,58.9,3049.0,0.49,498.98,12497.9270242524
61,177.4,48.1,2538.0,0.62,10000.0,20273.950102619878
40,184.8,68.1,2093.0,0.17,5000.0,500.0
63,159.6,55.2,1265.0,0.77,1098.85,500.0
56,158.3,54.9,2008.0,0.24,901.41,500.0
61,173.9,81.1,1305.0,0.99,5000.0,7485.104107421847
52,175.0,44.8,3568.0,0.55,10000.0,10465.52207714112
25,177.0,87.3,2598.0,0.59,5000.0,18916.58397099482
29,171.8,91.2,3729.0,0.9,10000.0,500.0
34,167.3,82.6,3038.0,0.03,5000.0,7004.476192972436
50,185.4,62.7,1202.0,0.87,1195.87,500.0
21,163.2,48.5,1408.0,0.47,969.34,11391.430920904915
28,192.8,44.8,5003.0,0.99,935.64,500.0
55,161.5,62.1,3825.0,0.56,312.32,500.0
50,171.8,69.0,2396.0,0.65,5000.0,500.0
22,173.7,47.7,668.0,0.64,10000.0,500.0
39,160.9,84.0,2554.0,0.6,5000.0,500.0
58,148.7,74.2,3519.0,0.13,5000.0,500.0
27,164.4,98.0,833.0,0.51,5000.0,500.0
23,179.0,72.3,3253.0,0.07,10000.0,12334.5215878305
60,164.6,39.7,2647.0,0.27,853.27,1325.0138969102445
35,161.3,62.9,3549.0,0.77,5000.0,500.0
72,175.0,61.9,2201.0,0.07,955.54,500.0
24,182.4,88.5,3480.0,0.77,5000.0,11903.935323386915
34,174.0,65.8,1681.0,0.63,10000.0,11598.684067389817
53,159.7,77.6,3601.0,0.68,10000.0,21217.996008185488
57,159.3,81.6,2319.0,0.81,106.86,500.0
20,190.7,84.3,2492.0,0.0,5000.0,1149.8936730781534
24,184.2,72.4,1285.0,0.88,5000.0,19988.9528228055
36,188.9,73.2,3825.0,0.32,5000.0,13504.051068661174
44,159.6,30.4,2042.0,0.85,1079.27,23345.81596662295
18,173.7,76.2,944.0,0.54,5000.0,2298.623793123099
32,167.8,58.3,3500.0,0.62,5000.0,500.0
59,172.6,65.0,3611.0,0.1,1039.03,500.0
74,160.3,67.8,2590.0,0.01,262.4,500.0
27,164.9,65.6,2621.0,0.07,5000.0,6797.375243284109
48,163.4,40.9,3163.0,0.53,5000.0,4374.588674357958
50,177.1,73.5,2107.0,0.62,10000.0,500.0
75,182.6,85.5,2133.0,0.73,5000.0,21063.89184728718
21,159.1,80.6,3285.0,0.98,5000.0,3454.075660353737
33,158.5,33.7,500.0,0.13,10000.0,978.2388365224624
19,186.1,92.6,2072.0,0.14,5000.0,40021.07903996854
48,163.5,70.2,1976.0,0.3,5000.0,4400.3161406561385
68,174.3,92.9,2243.0,0.57,1018.22,22835.02837806455
64,189.1,70.8,3415.0,0.03,5000.0,22411.46197242141
36,158.4,62.7,1200.0,0.66,10000.0,500.0
25,180.6,68.9,1477.0,0.84,10000.0,24112.9505843984
38,165.5,59.2,2737.0,0.16,5000.0,11077.0619999546
18,149.7,56.1,3001.0,0.64,742.29,26006.2988867265
63,170.3,75.3,2469.0,0.44,5000.0,26312.65333758789
50,181.3,64.6,883.0,0.65,10000.0,19729.01187544653
46,186.6,55.0,777.0,0.5,10000.0,500.0
